"id","occupation"
281,"Nurse"
282,"Clerk"
283,"Clerk"
284,"Nurse"
285,"Nurse"
286,"Nurse"
287,"Other"
288,"Nurse"
289,"Physician"
290,"Physician"
291,"Technologist"
292,"Physician"
293,"Physician"
294,"Physician"
295,"Physician"
296,"Physician"
297,"Nurse"
298,"Nurse"
299,"Other"
300,"Nurse"
301,"Physician"
302,"Technologist"
303,"Nurse"
304,"Physician"
305,"Nurse"
306,"Physician"
307,"Physician"
308,"Nurse"
309,"Physician"
310,"Physician"
311,"Technologist"
312,"Physician"
313,"Nurse"
314,"Physician"
315,"Technologist"
316,"Physician"
317,"Other"
318,"Other"
319,"Nurse"
320,"Nurse"
321,"Nurse"
322,"Technologist"
323,"Nurse"
324,"Physician"
325,"Physician"
326,"Physician"
327,"Nurse"
328,"Clerk"
329,"Nurse"
330,"Physician"
331,"Physician"
332,"Nurse"
333,"Clerk"
334,"Clerk"
335,"Nurse"
336,"Technologist"
337,"Technologist"
338,"Nurse"
339,"Clerk"
340,"Clerk"
341,"Technologist"
342,"Other"
343,"Nurse"
344,"Clerk"
345,"Nurse"
346,"Nurse"
347,"Technologist"
348,"Clerk"
349,"Nurse"
350,"Nurse"
351,"Clerk"
352,"Nurse"
353,"Nurse"
354,"Clerk"
355,"Clerk"
356,"Clerk"
357,"Nurse"
358,"Nurse"
359,"Physician"
360,"Nurse"
361,"Physician"
362,"Technologist"
363,"Clerk"
364,"Physician"
365,"Nurse"
366,"Physician"
367,"Nurse"
368,"Nurse"
369,"Nurse"
370,"Other"
371,"Clerk"
372,"Nurse"
373,"Other"
374,"Nurse"
375,"Nurse"
376,"Other"
377,"Nurse"
378,"Physician"
379,"Nurse"
380,"Nurse"
381,"Nurse"
382,"Nurse"
383,"Nurse"
384,"Nurse"
385,"Nurse"
386,"Nurse"
387,"Nurse"
388,"Nurse"
389,"Nurse"
390,"Nurse"
391,"Nurse"
392,"Clerk"
393,"Nurse"
394,"Nurse"
395,"Physician"
396,"Clerk"
397,"Nurse"
398,"Nurse"
399,"Clerk"
400,"Clerk"
401,"Nurse"
402,"Nurse"
403,"Physician"
404,"Other"
405,"Technologist"
406,"Nurse"
407,"Nurse"
408,"Clerk"
409,"Nurse"
410,"Nurse"
411,"Nurse"
412,"Other"
413,"Nurse"
414,"Nurse"
415,"Nurse"
416,"Nurse"
417,"Clerk"
418,"Nurse"
419,"Clerk"
420,"Nurse"
421,"Nurse"
422,"Nurse"
423,"Technologist"
424,"Other"
425,"Technologist"
426,"Nurse"
427,"Nurse"
428,"Nurse"
429,"Administration"
430,"Nurse"
431,"Nurse"
432,"Physician"
433,"Physician"
434,"Nurse"
435,"Other"
436,"Physician"
437,"Physician"
438,"Nurse"
439,"Physician"
440,"Nurse"
441,"Clerk"
442,"Clerk"
443,"Administration"
444,"Physician"
445,"Physician"
446,"Researcher"
447,"Physician"
448,"Physician"
449,"Nurse"
450,"Nurse"
451,"Nurse"
452,"Physician"
453,"Physician"
454,"Physician"
455,"Physician"
456,"Physician"
457,"Physician"
458,"Physician"
459,"Nurse"
460,"Nurse"
461,"Technologist"
462,"Administration"
463,"Nurse"
464,"Nurse"
465,"Nurse"
466,"Physician"
467,"Physician"
468,"Nurse"
469,"Physician"
470,"Nurse"
471,"Physician"
472,"Physician"
473,"Physician"
474,"Administration"
475,"Physician"
476,"Nurse"
477,"Physician"
478,"Physician"
479,"Physician"
480,"Nurse"
481,"Physician"
482,"Nurse"
483,"Other"
484,"Technologist"
485,"Technologist"
486,"Clerk"
487,"Physician"
488,"Administration"
489,"Physician"
490,"Nurse"
491,"Nurse"
492,"Technologist"
493,"Nurse"
494,"Nurse"
495,"Nurse"
496,"Nurse"
497,"Researcher"
498,"Other"
499,"Nurse"
500,"Nurse"
501,"Nurse"
502,"Nurse"
503,"Administration"
504,"Nurse"
505,"Nurse"
506,"Nurse"
507,"Nurse"
508,"Nurse"
509,"Nurse"
510,"Nurse"
511,"Nurse"
512,"Nurse"
513,"Physician"
514,"Technologist"
515,"Nurse"
516,"Clerk"
517,"Nurse"
518,"Physician"
519,"Physician"
520,"Nurse"
521,"Technologist"
522,"Nurse"
523,"Nurse"
524,"Physician"
525,"Nurse"
526,"Nurse"
527,"Nurse"
528,"Nurse"
529,"Nurse"
530,"Physician"
531,"Nurse"
532,"Nurse"
533,"Other"
534,"Nurse"
535,"Physician"
536,"Physician"
537,"Nurse"
538,"Physician"
539,"Nurse"
540,"Other"
541,"Nurse"
542,"Nurse"
543,"Nurse"
544,"Nurse"
545,"Nurse"
546,"Other"
547,"Nurse"
548,"Nurse"
549,"Nurse"
550,"Nurse"
551,"Nurse"
552,"Physician"
553,"Nurse"
554,"Nurse"
555,"Nurse"
556,"Physician"
557,"Nurse"
558,"Clerk"
559,"Administration"
560,"Clerk"
561,"Nurse"
562,"Nurse"
563,"Physician"
564,"Nurse"
565,"Other"
566,"Nurse"
567,"Physician"
568,"Nurse"
569,"Nurse"
570,"Nurse"
571,"Nurse"
572,"Nurse"
573,"Other"
574,"Physician"
575,"Nurse"
576,"Administration"
577,"Nurse"
578,"Nurse"
579,"Nurse"
580,"Administration"
581,"Clerk"
582,"Nurse"
583,"Nurse"
584,"Nurse"
585,"Technologist"
586,"Nurse"
587,"Nurse"
588,"Nurse"
589,"Nurse"
590,"Nurse"
591,"Clerk"
592,"Clerk"
593,"Technologist"
594,"Clerk"
595,"Nurse"
596,"Technologist"
597,"Other"
598,"Nurse"
599,"Physician"
600,"Clerk"
601,"Clerk"
602,"Physician"
603,"Physician"
604,"Nurse"
605,"Nurse"
606,"Physician"
607,"Nurse"
608,"Nurse"
609,"Other"
610,"Clerk"
611,"Nurse"
612,"Nurse"
613,"Nurse"
614,"Nurse"
615,"Other"
616,"Clerk"
617,"Clerk"
618,"Nurse"
619,"Physician"
620,"Nurse"
621,"Clerk"
622,"Nurse"
623,"Nurse"
624,"Clerk"
625,"Physician"
626,"Nurse"
627,"Nurse"
628,"Clerk"
629,"Clerk"
630,"Clerk"
631,"Nurse"
632,"Clerk"
633,"Clerk"
634,"Clerk"
635,"Clerk"
636,"Clerk"
637,"Nurse"
638,"Physician"
639,"Physician"
640,"Nurse"
641,"Nurse"
642,"Physician"
643,"Nurse"
644,"Nurse"
645,"Physician"
646,"Nurse"
647,"Other"
648,"Physician"
649,"Physician"
650,"Nurse"
651,"Physician"
652,"Nurse"
653,"Nurse"
654,"Other"
655,"Physician"
656,"Physician"
657,"Nurse"
658,"Physician"
659,"Nurse"
660,"Nurse"
661,"Nurse"
662,"Nurse"
663,"Nurse"
664,"Technologist"
665,"Nurse"
666,"Technologist"
667,"Nurse"
668,"Physician"
669,"Nurse"
670,"Nurse"
671,"Nurse"
672,"Clerk"
673,"Other"
674,"Physician"
675,"Nurse"
676,"Nurse"
677,"Nurse"
678,"Nurse"
679,"Nurse"
680,"Physician"
681,"Other"
682,"Nurse"
683,"Technologist"
684,"Nurse"
685,"Researcher"
686,"Clerk"
687,"Nurse"
688,"Physician"
689,"Physician"
690,"Clerk"
691,"Nurse"
692,"Nurse"
693,"Nurse"
694,"Nurse"
695,"Nurse"
696,"Nurse"
697,"Physician"
698,"Nurse"
699,"Technologist"
700,"Physician"
701,"Nurse"
702,"Nurse"
703,"Administration"
704,"Clerk"
705,"Administration"
706,"Administration"
707,"Nurse"
708,"Nurse"
709,"Nurse"
710,"Nurse"
711,"Nurse"
712,"Nurse"
713,"Clerk"
714,"Physician"
715,"Physician"
716,"Nurse"
717,"Physician"
718,"Technologist"
719,"Physician"
720,"Nurse"
721,"Physician"
722,"Physician"
723,"Nurse"
724,"Nurse"
725,"Nurse"
726,"Nurse"
727,"Nurse"
728,"Technologist"
729,"Nurse"
730,"Technologist"
731,"Physician"
732,"Administration"
733,"Technologist"
734,"Administration"
735,"Nurse"
736,"Nurse"
737,"Other"
738,"Physician"
739,"Physician"
740,"Nurse"
741,"Physician"
742,"Technologist"
743,"Nurse"
744,"Nurse"
745,"Nurse"
746,"Nurse"
747,"Technologist"
748,"Physician"
749,"Nurse"
750,"Nurse"
751,"Nurse"
752,"Nurse"
753,"Nurse"
754,"Nurse"
755,"Physician"
756,"Physician"
757,"Other"
758,"Technologist"
759,"Nurse"
760,"Nurse"
761,"Nurse"
762,"Nurse"
763,"Technologist"
764,"Nurse"
765,"Nurse"
766,"Clerk"
767,"Other"
768,"Nurse"
769,"Nurse"
770,"Nurse"
771,"Nurse"
772,"Technologist"
773,"Physician"
774,"Other"
775,"Nurse"
776,"Nurse"
777,"Other"
778,"Physician"
779,"Clerk"
780,"Other"
781,"Nurse"
782,"Nurse"
783,"Nurse"
784,"Other"
785,"Nurse"
786,"Nurse"
787,"Other"
788,"Nurse"
789,"Clerk"
790,"Technologist"
791,"Nurse"
792,"Nurse"
793,"Nurse"
794,"Nurse"
795,"Nurse"
796,"Nurse"
797,"Clerk"
798,"Technologist"
